pid,operator
10370332,"Amazon.com, Inc."
10366652,Khazna Data Center Limited
10370323,Microsoft Corporation
10370322,Microsoft Corporation
10366645,Khazna Data Center Limited
10370304,Microsoft Corporation
10363612,XBMS B.V.
10341724,Connected Sp. z O. O.
10370303,Microsoft Corporation
10341728,NRB s.a./n.v.
10370302,Microsoft Corporation
10341737,Retelit S.p.A.
10370298,Microsoft Corporation
10362954,UMC Moscow
10362955,Watt Manor
10341735,Open Hub Med scarl
10350138,Princeton Digital Group (Singapore) Pte. Limited
10350137,Irix
10341730,Comarch SA
10370299,Microsoft Corporation
10370300,Microsoft Corporation
10370301,Microsoft Corporation
10350136,Extreme Broadband Sdn Bhd
10370305,Microsoft Corporation
10370314,Microsoft Corporation
10350135,Regalorion
10350134,AIMS Data Centre Sdn Bhd
10370315,Microsoft Corporation
10370316,Microsoft Corporation
10370317,Microsoft Corporation
10370318,Microsoft Corporation
10341712,CINECA Consorzio Interuniversitario
10370319,Microsoft Corporation
10370320,Microsoft Corporation
10370321,Microsoft Corporation
10366717,Data4 Group
10370313,Microsoft Corporation
10370306,Microsoft Corporation
10370307,Microsoft Corporation
10370308,Microsoft Corporation
10370309,Microsoft Corporation
10370310,Microsoft Corporation
10370311,Microsoft Corporation
10341720,Naquadria S.r.l.
10341718,CINECA Consorzio Interuniversitario
10362956,YDMiner
10362966,"Equinix, Inc."
10366644,Khazna Data Center Limited
10370312,Microsoft Corporation
10370297,Microsoft Corporation
10341695,Retelit S.p.A.
10370345,"Amazon.com, Inc."
10370346,"Amazon.com, Inc."
10370347,"Amazon.com, Inc."
10341667,Internet Protocol Telecom Limited
10350130,Fujitsu Limited
10341670,Retelit S.p.A.
10350131,Bridge Data Centres (International) Pte. Ltd.
10370341,"Amazon.com, Inc."
10370343,"Amazon.com, Inc."
10341675,Retelit S.p.A.
10366749,Etihad Etisalat Company
10370344,"Amazon.com, Inc."
10341673,Retelit S.p.A.
10366748,Etihad Etisalat Company
10341665,Cloud Europe S.R.L.
10366750,Etihad Etisalat Company
10366754,Etihad Etisalat Company
10341657,Cloud Europe S.R.L.
10366755,Sahara Net LLC
10319147,GDS Holdings Limited
10319145,GDS Holdings Limited
10370357,"Amazon.com, Inc."
10370358,"Amazon.com, Inc."
10370359,"Amazon.com, Inc."
10366756,Saudi Telecom Company
10366753,Etihad Etisalat Company
10366752,Etihad Etisalat Company
10370348,"Amazon.com, Inc."
10370349,"Amazon.com, Inc."
10370350,"Amazon.com, Inc."
10370351,"Amazon.com, Inc."
10370352,"Amazon.com, Inc."
10370353,"Amazon.com, Inc."
10370354,"Amazon.com, Inc."
10341660,SUPERNAP
10370355,"Amazon.com, Inc."
10370356,"Amazon.com, Inc."
10366751,Etihad Etisalat Company
10341664,Hostnordic A/S
10366747,Al-Mustaqbal Lil-Thaka Al-Istinai Company
10366732,Al Moammar Information Systems Company
10366733,Al Moammar Information Systems Company
10366727,Phocea DC
10366734,Al Moammar Information Systems Company
10370336,"Amazon.com, Inc."
10366735,Al Moammar Information Systems Company
10366726,NTT Global Data Centers Preparatory Corporation
10366718,Data4 Group
10366719,Data4 Group
10366720,Data4 Group
10366721,Data4 Group
10366722,Data4 Group
10366723,Data4 Group
10366724,Data4 Group
10366725,Data4 Group
10366736,Center3
10370337,"Amazon.com, Inc."
10366742,Ezditek
10370342,Apple Inc.
10341683,Retelit S.p.A.
10341678,Retelit S.p.A.
10366743,Gulf Data Hub
10366744,Gulf Data Hub
10366745,Gulf Data Hub
10366746,Al-Mustaqbal Lil-Thaka Al-Istinai Company
10370335,"Amazon.com, Inc."
10370340,"Amazon.com, Inc."
10341685,Retelit S.p.A.
10341693,Retelit S.p.A.
10366737,Center3
10366738,
10366739,DataVolt
10366740,DataVolt
10366741,Dawiyat Integrated Telecommunications and Information Technology Company
10370338,"Amazon.com, Inc."
10341688,Retelit S.p.A.
10350133,Powerware Systems Sdn. Bhd.
10350132,AIMS Data Centre Sdn Bhd
10370339,"Amazon.com, Inc."
10366824,
10340975,LuxConnect S.A.
10342148,Khazna Data Center Limited
10362098,Data Vault
10362099,Pakistan Mobile Communications Ltd.
10342145,4iG Nyrt.
10362974,COMSATS Internet Services
10350140,PT. Telekomunikasi Indonesia International
10319827,Ark Data Centres Limited
10362971,Multinet Pakistan (Private) Limited
10362972,Multinet Pakistan (Private) Limited
10362575,"Bitfury USA, Inc."
10342156,Telia Company AB (publ)
10342152,Khazna Data Center Limited
10318500,Ndc-Garbe Data Centers Europe GmbH
10318497,Wilhelm.Tel
10363607,Russian Mining Company
10342132,S3 Company Ltd.
10342129,Bulgarian Telecommunications Company AD d/b/a VIVACOM
10342126,Neterra EOOD
10362103,COMSATS Internet Services
10319381,GDS Holdings Limited
10362102,Virtalus LLC
10350139,PT. Telekomunikasi Indonesia International
10319384,GDS Holdings Limited
10319383,GDS Holdings Limited
10362100,The Lakson Group
10342140,A1 Hrvatska d.o.o.
10363576,Mari Energies Limited
10342138,O2 Czech Republic a.s.
10362583,MeaTec LLC
10342135,Varna Data Center
10362101,Pakistan Telecommunication Company Limited
10362580,BitCluster
10362573,Genesis Digital Assets Limited
10342159,Green Datacenter AG
10340104,"Guangdong Cloud Base Technology Co., Ltd."
10340106,Giant DC
10362516,Interconnect Services B.V.
10318513,
10342166,Data4 Group
10362459,"Equinix, Inc."
10363593,Blackpool Council
10362495,NorthC Group B.V.
10350145,Princeton Digital Group (Singapore) Pte. Limited
10342172,Data4 Group
10342169,Data4 Group
10340100,China Telecom Corporation Limited
10340102,"Guangdong Cloud Base Technology Co., Ltd."
10340108,"VeryCloud network (Jiangsu) co., LTD"
10362571,"Bitfury USA, Inc."
10318507,
10350141,PT. Telekomunikasi Indonesia International
10362097,Chapal (Pvt.) Ltd
10362970,Multinet Pakistan (Private) Limited
10318503,
10234244,GIC-Equinix xScale JV
10362096,Multinet Pakistan (Private) Limited
10350142,PT. Telekomunikasi Indonesia International
10350144,Princeton Digital Group (Singapore) Pte. Limited
10340110,"VeryCloud network (Jiangsu) co., LTD"
10342163,Glesys AB
10362569,Evobits Information Technology Srl
10362570,Evobits Information Technology Srl
10363595,DXC Technology Company
10177688,Enzu Inc.
10362095,Cubexs (Private) Limited
10352822,Data4 Group
10352820,Data4 Group
10350143,IDCdotCom Data Center
10318510,
10362104,Gerry's Information Technology (Private) Limited
10362584,HIVE Digital Technologies Ltd.
10319822,"Equinix, Inc."
10342072,"Equinix, Inc."
10319350,GDS Holdings Limited
10362119,Supernet Limited
10362610,Bitdeer Norway As
10251047,"Digital Realty Trust, Inc."
10362600,Bluebite GmbH
10342080,Colocation BG
10319353,GDS Holdings Limited
10319352,GDS Holdings Limited
10363577,Quantum Data Technologies Limited
10362118,SAMZ Broadband Networx (SMC-PVT) Ltd.
10342078,CloudBalkan
10362117,Pakistan Telecommunication Company Limited
10362120,Trans World Associates (Pvt.) Ltd.
10184022,GIC-Equinix xScale JV
10342054,Sitel - Societa Cooperativa Di Produzione E Lavoro (In Sigla: Sitel Soc. Coop..
10362984,"Far EasTone Telecommunications Co., Ltd."
10362209,Microsoft Corporation
10362210,Microsoft Corporation
10319345,GDS Holdings Limited
10362640,"Bitfury USA, Inc."
10362616,BitCluster
10342070,BTC Mobile EOOD
10342066,Info Data Center Ltd.
10319347,GDS Holdings Limited
10362122,Tzee networks
10362123,Virtury Cloud
10342064,"The Brookfield Group, LLC"
10342059,Khazna Data Center Limited
10363585,"SBI Crypto Investment Co., Ltd."
10362121,Trans World Associates (Pvt.) Ltd.
10342083,Datikum
10342111,Neterra EOOD
10319372,GDS Holdings Limited
10362109,NetSat Private Limited
10342108,Neterra EOOD
10362108,Logon Broadband
10342124,TSBG Hosting
10362105,HostYost
10319379,GDS Holdings Limited
10319375,GDS Holdings Limited
10342120,Bulgarian Telecommunications Company AD d/b/a VIVACOM
10362106,Pakistan Mobile Communications Ltd.
10362107,KK Networks (Pvt.) Ltd.
10342117,"Equinix, Inc."
10362585,1GHS
10362586,Canaan Inc.
10342114,Aruba S.p.A.
10362110,NEXLINX (Pvt.) Ltd
10342106,Escom Bulgaria Ltd.
10362114,Pakistan Telecommunication Company Limited
10342090,Evolink Ltd
10362599,Bluebite GmbH
10342085,"The Brookfield Group, LLC"
10319363,GDS Holdings Limited
10319360,GDS Holdings Limited
10362115,Pakistan Telecommunication Company Limited
10362116,Pakistan Telecommunication Company Limited
10319364,GDS Holdings Limited
10342092,Evolink Ltd
10362592,HIVE Digital Technologies Ltd.
10319370,GDS Holdings Limited
10362111,Forthnet Media Holdings S.A.
10342102,EXA Infrastructure
10342099,EXA Infrastructure
10362112,Pakistan Internet Exchange Point
10362113,Pakistan Internet Exchange Point
10362594,Borealis Data Center ehf.
10362595,Bitriver LP
10342096,Gtt Bulgaria Ltd Eood
10319368,GDS Holdings Limited
10362222,EdgeConneX
10340098,China Telecom Corporation Limited
10259736,NTT Global Data Centers Preparatory Corporation
10362168,nLighten Deutschland GmbH
10319837,Echelon Marketing
10352483,"Far EasTone Telecommunications Co., Ltd."
10343064,Gulf Data Hub
10352482,Servers Australia Pty Ltd
10343068,Gulf Data Hub
10340063,"China United Network Communications Group Co., Ltd."
10340064,"China United Network Communications Group Co., Ltd."
10340068,"China United Network Communications Group Co., Ltd."
10319840,SEGRO Plc
10362166,nLighten Deutschland GmbH
10362167,nLighten Deutschland GmbH
10352480,Bitera DC
10362992,nLighten Deutschland GmbH
10340061,
10352487,"Far EasTone Telecommunications Co., Ltd."
10343061,International Business Machines Corporation
10352488,"Chunghwa Telecom Co., Ltd."
10352489,SAKURA Internet Inc.
10350150,PT. Telekomunikasi Indonesia International
10319834,Colt Data Centre Services UK Limited
10352484,"Far EasTone Telecommunications Co., Ltd."
10352485,"Vantage Data Centers Management Company, LLC"
10352486,"Far EasTone Telecommunications Co., Ltd."
10319830,Ark Data Centres Limited
10362169,EXA Infrastructure
10362170,EXA Infrastructure
10350152,PT. Indonet
10350151,PT. Supra Primatama Nusantara
10318538,
10318534,Iphh Internet Port Hamburg GmbH
10340056,
10339772,GDS Holdings Limited
10339773,China Energy Engineering Corporation Limited
10181621,EdgeConneX
10350155,PT DCI Indonesia Tbk
10339776,Datacenter Science
10362160,Portus Data Centers S.Ã  R.l.
10362158,Microsoft Corporation
10362159,Alibaba Group Holding Limited
10339759,ChinData Group
10318551,T-Systems Solutions For Research GmbH
10350157,Princeton Digital Group (Singapore) Pte. Limited
10350156,PT. Indonet
10339762,"Dr. Peng Telecom & Media Group Co., Ltd."
10339764,
10339768,GDS Holdings Limited
10318545,noris network AG
10318542,EXA Infrastructure
10339779,Datacenter Science
10350153,PT. Telekomunikasi Indonesia International
10339798,China Telecom Corporation Limited
10339801,ChinData Group
10362164,Optus 916. GmbH
10362165,
10340053,ChinData Group
10319849,VIRTUS Data Centres Ltd.
10319843,SEGRO Plc
10339794,China Energy Engineering Corporation Limited
10343059,Swisscom AG
10339781,China Telecom Corporation Limited
10343072,Khazna Data Center Limited
10362161,Alibaba Group Holding Limited
10339785,Shanghang Technology
10339787,"Kehua Data Co., Ltd."
10339789,China Energy Engineering Corporation Limited
10352825,XEFI Software
10319852,VIRTUS Data Centres Ltd.
10362162,Alibaba Group Holding Limited
10362163,Newtelco Ukraine Ltd.
10350154,PT. Telekomunikasi Indonesia International
10339793,ChinData Group
10342051,Sitel - Societa Cooperativa Di Produzione E Lavoro (In Sigla: Sitel Soc. Coop..
10362171,EXA Infrastructure
10340070,"Centrin Data Systems Co., Ltd."
10318524,1&1 Versatel GmbH
10340074,China Mobile Limited
10362217,Qupra Wholesale
10318520,Colt Data Centre Services UK Limited
10362196,Data Castle
10363580,Rechenzentrum HÃBNER
10247322,NTT Global Data Centers Preparatory Corporation
10318527,Schwarz Group GmbH
10362193,SWU Stadtwerke Ulm/Neu-Ulm GmbH
10362194,Avacon Data Center GmbH
10362195,Datar GmbH
10352499,"Asia Pacific Telecom Co., Ltd."
10352500,Vee Time Corp.
10342182,Data4 Group
10342179,Data4 Group
10342176,Data4 Group
10362219,Microsoft Corporation
10362220,Switch Datacenters Amsterdam B.V.
10362221,EdgeConneX
10362218,EdgeConneX
10340095,China Mobile Limited
10340091,China Mobile Limited
10318516,Vodafone Group Public Limited Company
10340079,China Mobile Limited
10340081,China Mobile Limited
10342189,CyrusOne Inc.
10342185,Khazna Data Center Limited
10363598,"Digital Realty Trust, Inc."
10363596,"Iron Mountain Data Centers, LLC"
10350147,BDx Indonesia
10350146,PT. Telekomunikasi Indonesia International
10340085,China Mobile Limited
10340088,China Mobile Limited
10340076,China Mobile Limited
10362192,NTT Global Data Centers Preparatory Corporation
10352498,"Far EasTone Telecommunications Co., Ltd."
10362175,Mainova AG
10362177,Mainova AG
10363578,Brain4kom AG
10352494,Chief Telecom Inc.
10362176,NTT Global Data Centers Preparatory Corporation
10362174,NorthC Group B.V.
10342202,Deutsche Telekom AG
10318531,maincubes one GmbH
10352491,"Himore Digital Co., Ltd."
10350149,Princeton Digital Group (Singapore) Pte. Limited
10350148,PT. Telekomunikasi Indonesia International
10352492,Taiwan Star Telecom Corporation Limited
10352493,"Far EasTone Telecommunications Co., Ltd."
10343056,Dcba S.R.O.
10362172,EXA Infrastructure
10362173,Portus Data Centers S.Ã  R.l.
10343052,Vnet A S
10362178,Dc:Main GmbH
10342199,Sitel - Societa Cooperativa Di Produzione E Lavoro (In Sigla: Sitel Soc. Coop..
10342194,Telecom Italia S.p.A.
10362188,EXA Infrastructure
10362189,EXA Infrastructure
10363579,Alphabet Inc.
10362190,I.T.E.N.O.S. International Telecom Network Operation Services GmbH
10362191,Mti Germany Holding GmbH
10352497,Chief Telecom Inc.
10362187,EXA Infrastructure
10352490,SaveCom International Inc.
10362179,EXA Infrastructure
10342196,Vnet A S
10362180,EXA Infrastructure
10362181,EXA Infrastructure
10362182,EXA Infrastructure
10362183,EXA Infrastructure
10352495,Chief Telecom Inc.
10362184,EXA Infrastructure
10362185,EXA Infrastructure
10352496,Chief Telecom Inc.
10362186,EXA Infrastructure
10366022,"Equinix, Inc."
10366730,STT Global Data Centres India Private Limited
10247785,"Digital Realty Trust, Inc."
10366729,AIMS Data Centre Sdn Bhd
10366728,STT Global Data Centres India Private Limited
10363589,Sibmain
10366695,NTT Global Data Centers Preparatory Corporation
10366696,"STACK Infrastructure, Inc."
10366697,"STACK Infrastructure, Inc."
10341905,Vodacom Group Limited
10366698,Yondr Group Holdings B.V.
10366699,Yondr Group Holdings B.V.
10366700,"CNISP Group Co., Ltd."
10366694,Logos Holdco Pte. Ltd.
10319289,
10366731,Exsim Development Sdn. Bhd.
10366766,ST Telemedia
10366767,STT Global Data Centres India Private Limited
10366769,STT Global Data Centres India Private Limited
10183563,"Dimension Data North America, Inc."
10366768,STT Global Data Centres India Private Limited
10366760,Adaniconnex Private Limited
10366761,Adaniconnex Private Limited
10183569,NTT Global Data Centers Preparatory Corporation
10341809,NTT Global Data Centers Preparatory Corporation
10362815,TCS Mining
10362816,The Mining Future
10366762,CtrlS Datacenters Ltd.
10366763,CtrlS Datacenters Ltd.
10366764,STT Global Data Centres India Private Limited
10366765,ST Telemedia
10319287,
10366770,Digital Edge
10319291,
10341932,Telkom SA SOC Ltd
10341930,Vodacom Group Limited
10362953,The9 Limited
10319297,
10366683,Asia Digital Infrastructure Pte. Ltd.
10362952,Jasmine International Public Company Limited
10319304,
10319301,
10362885,Hatten Land Limited
10341939,RSAWEB Internet Services
10341935,Telkom SA SOC Ltd
10363588,Bitriver LP
10362801,Kryptovault AS
10362947,SMI Vantage Limited
10366693,Equalbase Pte. Ltd.
10341927,Vodacom Group Limited
10366684,Asia Digital Infrastructure Pte. Ltd.
10366689,Datacenter Science
10366690,Datacenter Science
10366691,PT Digital Hyperspace Indonesia
10341521,Vodacom Group Limited
10362812,PoW Containers
10366692,EdgeConneX
10341781,Vodacom Group Limited
10319293,
10362809,Mineinvest
10362802,LeoMining
10319296,
10319295,
10366685,Asia Digital Infrastructure Pte. Ltd.
10366686,Asia Digital Infrastructure Pte. Ltd.
10366687,Asia Digital Infrastructure Pte. Ltd.
10366688,"Beijing Sinnet Technology Co.,Ltd"
10341920,Vodacom Group Limited
10362808,Mineinvest
10341923,Vodacom Group Limited
10362817,The Mining Future
10341498,Visual Online S.A
10366812,"Meta Platforms, Inc."
10366813,Singapore Technologies Engineering Ltd
10319261,Hoyinn Data
10341470,Telkea Ict S.A.
10366811,Mapletree Industrial Trust
10341527,EBRC S.A.
10341600,EBRC S.A.
10362834,Arkon Energy US Holdco LLC
10366999,Keppel DC REIT
10341579,LuxConnect S.A.
10319262,Hoyinn Data
10366810,Princeton Digital Group (Singapore) Pte. Limited
10341550,EBRC S.A.
10366814,"Beijing Sinnet Technology Co.,Ltd"
10362836,atNorth ehf
10366820,"Centrin Data Systems Co., Ltd."
10362848,"BitRail, LLC"
10319252,Hoyinn Data
10366822,"Beijing Sinnet Technology Co.,Ltd"
10366823,
10341340,LuxConnect S.A.
10366821,"Beijing Sinnet Technology Co.,Ltd"
10366819,"Beijing Sinnet Technology Co.,Ltd"
10366818,"Beijing Sinnet Technology Co.,Ltd"
10167267,"11:11 Systems, Inc."
10366816,"Beijing Sinnet Technology Co.,Ltd"
10341420,Data4 Group
10341390,LuxConnect S.A.
10362846,Lit Tech Studio Limited
10362847,"Bitmine Immersion Technologies, Inc."
10319257,Hoyinn Data
10319254,Hoyinn Data
10366817,"Beijing Sinnet Technology Co.,Ltd"
10366815,"Beijing Sinnet Technology Co.,Ltd"
10366809,Mapletree Industrial Trust
10319264,"Netnic (Beijing) Network Co., Ltd."
10366777,NTT DATA Group Corporation
10366778,NTT DATA Group Corporation
10366779,NTT DATA Group Corporation
10366780,NTT DATA Group Corporation
10366781,NTT DATA Group Corporation
10366776,NTT DATA Group Corporation
10362818,The Mining Future
10366629,"Equinix, Inc."
10319283,
10319280,
10366771,"MC Digital Realty, Inc."
10341766,NTT Global Data Centers Preparatory Corporation
10341742,NTT Global Data Centers Preparatory Corporation
10366772,NTT DATA Group Corporation
10366773,NTT DATA Group Corporation
10366774,NTT DATA Group Corporation
10366775,NTT DATA Group Corporation
10366806,Big Data Exchange
10362819,The Mining Future
10319272,Princeton Digital Group (Singapore) Pte. Limited
10366998,CapitaLand Group Pte. Ltd.
10163727,"Equinix, Inc."
10168573,CyrusOne Inc.
10362824,Total Crypto Mining Limited
10362830,Alphaminers
10319267,Princeton Digital Group (Singapore) Pte. Limited
10366997,CapitaLand Group Pte. Ltd.
10251030,"Digital Realty Trust, Inc."
10366807,Keppel Ltd.
10319277,
10319274,Princeton Digital Group (Singapore) Pte. Limited
10157203,"Equinix, Inc."
10366808,Mapletree Industrial Trust
10366996,CapitaLand Group Pte. Ltd.
10318483,"Equinix, Inc."
10163728,"Equinix, Inc."
10362820,The Mining Future
10362821,The Mining Future
10362822,The Mining Future
10341942,"Digital Realty Trust, Inc."
10362883,Grid Share Limited
10362980,LG Uplus Corp.
10362990,"Ntirety, Inc."
10362474,Daou Technology Inc.
10362975,"Samsung SDS Co., Ltd."
10362993,"KT Cloud Co., Ltd."
10362739,"Bit Digital, Inc."
10362239,"Equinix, Inc."
10342023,"eHosting Datafort, Inc."
10362738,"Bit Digital, Inc."
10258764,"Equinix, Inc."
10362977,"LG CNS Co., Ltd."
10362471,"SK Broadband Co., Ltd."
10362472,"SK Broadband Co., Ltd."
10362473,"KT Cloud Co., Ltd."
10362985,"Dreammark1 Co.,Ltd."
10362478,"KT Cloud Co., Ltd."
10362479,"KT Cloud Co., Ltd."
10237175,CapitaLand Group Pte. Ltd.
10362481,Actis LLP
10362480,"SK Broadband Co., Ltd."
10342016,Pacific Controls Cloud Services FZE
10362743,BitCluster
10362991,"Equinix, Inc."
10362988,"KT Cloud Co., Ltd."
10362749,"MARA Holdings, Inc."
10362756,Bitriver LP
10362989,"KT Cloud Co., Ltd."
10362475,Powerlink
10362476,
10362477,Daou Technology Inc.
10342020,"Equinix, Inc."
10318490,"Digital Realty Trust, Inc."
10319334,"Beijing Sinnet Technology Co.,Ltd"
10362737,atNorth ehf
10319342,
10362701,Alps Blockchain SpA
10362227,"Amazon.com, Inc."
10342036,Khazna Data Center Limited
10202970,"Digital Realty Trust, Inc."
10342041,Khazna Data Center Limited
10362226,"Amazon.com, Inc."
10362211,"Chunghwa Telecom Co., Ltd."
10362213,Epoch Digital
10362214,"Chunghwa Telecom Co., Ltd."
10363581,Empyrion DC Pte. Ltd.
10342047,"Sungard Availability Services Capital, Inc."
10342045,NTT Global Data Centers Preparatory Corporation
10362687,"Ministry of Transport and Communications, Oman"
10362692,Bitdeer Norway As
10362215,"Chunghwa Telecom Co., Ltd."
10362216,"Chunghwa Telecom Co., Ltd."
10362228,"Amazon.com, Inc."
10362702,Alps Blockchain SpA
10362733,Phoenix Group Plc
10362235,Lehr Consultants International (Australia) Pty Ltd
10319338,
10362236,Lehr Consultants International (Australia) Pty Ltd
10362237,Goodman Group
10362238,Singapore Technologies Engineering Ltd
10342030,Core42
10342026,Data4 Group
10362234,Goodman Group
10259744,NEXTDC Limited
10362229,Lehr Consultants International (Australia) Pty Ltd
10342033,"eHosting Datafort, Inc."
10318492,aixit GmbH
10362706,BitCluster
10362720,Genesis Digital Assets Limited
10362230,Lehr Consultants International (Australia) Pty Ltd
10362231,CDC Data Centres Pty Ltd
10362232,Goodman Group
10362233,Goodman Group
10362727,"Ministry of Transport and Communications, Oman"
10362657,Bitriver LP
10362769,BitCluster
10362482,"Edgecore Pfv Co., Ltd."
10362780,Bitriver LP
10319318,
10362619,Enegix Global
10341967,Telkom SA SOC Ltd
10341969,Telkom SA SOC Ltd
10362597,Lumos Digital Inc.
10341978,Telkom SA SOC Ltd
10362779,Bitriver LP
10319320,"Beijing Sinnet Technology Co.,Ltd"
10362582,MeaTec LLC
10341977,Telkom SA SOC Ltd
10341973,Telkom SA SOC Ltd
10362596,Enegix Global
10129564,Mapletree Industrial Trust
10363587,Bitriver LP
10362639,The9 Limited
10362783,Bitriver LP
10341950,MTN Group Limited
10363611,Digital Solutions
10341948,MTN Group Limited
10341945,MTN Group Limited
10362872,Enegix Global
10319308,
10319309,
10341962,Telkom SA SOC Ltd
10341960,MTN Group Limited
10319314,
10319311,
10362671,CJSC ECOS-M
10341957,MTN Group Limited
10362782,Bitriver LP
10341954,MTN Group Limited
10362724,Bitdeer Norway As
10362826,XIVE DMCC
10362781,Bitriver LP
10362506,"STACK Infrastructure, Inc."
10341981,Telkom SA SOC Ltd
10362489,"SK Broadband Co., Ltd."
10362490,Actis LLP
10362488,"IGIS Asset Management Co., Ltd"
10362492,Shinyoung
10362491,
10362483,"Koramco Asset Management Co., Ltd."
10319331,"Beijing Sinnet Technology Co.,Ltd"
10319328,"Beijing Sinnet Technology Co.,Ltd"
10362484,Magna PFV Corp.
10362485,Actis LLP
10362486,"IGIS Asset Management Co., Ltd"
10342012,Tessellis S.p.A.
10342008,"TTC Teleport, S.R.O."
10362487,LG Uplus Corp.
10237176,CapitaLand Group Pte. Ltd.
10362493,"SK Broadband Co., Ltd."
10362771,BitCluster
10319322,"Beijing Sinnet Technology Co.,Ltd"
10362502,"STACK Infrastructure, Inc."
10362503,"STACK Infrastructure, Inc."
10250975,"Digital Realty Trust, Inc."
10362777,Bitriver LP
10362778,Bitriver LP
10341983,EdgeConneX
10362770,BitCluster
10341990,Aldgate Investments Limited
10362494,CapitaLand Group Pte. Ltd.
10342001,"Equinix, Inc."
10341998,CyrusOne Inc.
10319326,"Beijing Sinnet Technology Co.,Ltd"
10319324,"Beijing Sinnet Technology Co.,Ltd"
10341996,CyrusOne Inc.
10363583,DEXUS
10362496,Telstra Group Limited
10362772,BitCluster
10362775,Bitriver LP
10167576,"Zayo Group Holdings, Inc."
10362776,Bitriver LP
10343796,Databarn Amsterdam B.V.
10339203,China Telecom Corporation Limited
10320624,China Telecom Corporation Limited
10320626,China Telecom Corporation Limited
10346292,Yoncu Bilisim
10346307,DTEL-IX
10320621,China Telecom Corporation Limited
10320280,"Longrui Industry (Hainan) Co., Ltd"
10346337,Omega Telecom
10320613,China Telecom Corporation Limited
10320617,China Telecom Corporation Limited
10346326,Omega Telecom
10346317,BeMobile
10318814,Frings It Solutions GmbH
10318819,Akquinet Outsourcing Ggmbh
10320285,"Longrui Industry (Hainan) Co., Ltd"
10320630,China Telecom Corporation Limited
10338296,China Telecom Corporation Limited
10338299,China Telecom Corporation Limited
10338301,China Telecom Corporation Limited
10346257,Vodafone Group Public Limited Company
10338292,China Telecom Corporation Limited
10318821,TechniData IT AG
10318824,TelemaxX Telekommunikation GmbH
10320636,China Telecom Corporation Limited
10320639,China Telecom Corporation Limited
10320276,"Longrui Industry (Hainan) Co., Ltd"
10320273,"Longrui Industry (Hainan) Co., Ltd"
10320642,China Telecom Corporation Limited
10320644,China Telecom Corporation Limited
10346279,Vodafone Group Public Limited Company
10346269,Vodafone Group Public Limited Company
10338290,China Telecom Corporation Limited
10320633,China Telecom Corporation Limited
10338304,China Telecom Corporation Limited
10320572,China Telecom Corporation Limited
10320574,China Telecom Corporation Limited
10318801,Penta Infra
10346414,Datagroup JSC
10318799,Akquinet Outsourcing Ggmbh
10346427,"LLC ""NetAssist"""
10320569,China Telecom Corporation Limited
10320561,China Telecom Corporation Limited
10346435,JSC Ucomline
10318795,Portus Data Centers S.Ã  R.l.
10320564,China Telecom Corporation Limited
10320299,"Shanghai @hub Co.,Ltd."
10320567,China Telecom Corporation Limited
10320609,China Telecom Corporation Limited
10320580,China Telecom Corporation Limited
10318811,nLighten Deutschland GmbH
10320287,"Longrui Industry (Hainan) Co., Ltd"
10320602,China Telecom Corporation Limited
10346375,WNET Global IP Network
10320606,China Telecom Corporation Limited
10346364,JE Infocom
10346350,WNET Global IP Network
10320604,China Telecom Corporation Limited
10320290,"Longrui Industry (Hainan) Co., Ltd"
10320294,China Mobile Limited
10320584,China Telecom Corporation Limited
10320586,China Telecom Corporation Limited
10320591,China Telecom Corporation Limited
10320594,China Telecom Corporation Limited
10346398,WNET Global IP Network
10346385,United Systems
10318807,Htp
10318808,EXA Infrastructure
10320597,China Telecom Corporation Limited
10320600,China Telecom Corporation Limited
10320296,"Shanghai @hub Co.,Ltd."
10318828,TelemaxX Telekommunikation GmbH
10346112,Saglayici
10320279,China Telecom Corporation Limited
10320312,China Telecom Corporation Limited
10346105,PublicNic TR
10320209,China Telecom Corporation Limited
10320205,China Telecom Corporation Limited
10346150,Teknosos Bilisim Hizmetleri
10318849,1&1 Versatel GmbH
10320241,China Telecom Corporation Limited
10320225,GLP Global Ventures Limited
10320223,"China United Network Communications Group Co., Ltd."
10346141,Talido
10346125,SC3
10318854,"PfalzKom, Gesellschaft fÃ¼r Telekommunikation mbH"
10320477,China Three Gorges
10346054,NetFactor Telekomunikasyon A.S.
10320498,China Three Gorges
10344016,Netdirekt
10320453,China Telecom Corporation Limited
10320431,China Telecom Corporation Limited
10320221,"China United Network Communications Group Co., Ltd."
10320351,China Telecom Corporation Limited
10346089,PremierDC Veri Merkezi A.S.
10346076,Orbit Telekom
10346064,Ngn Bilgi Teknolojileri Veri Merkezi Hizmetleri Ve Danismanlik Anonim Sirketi
10318856,1&1 Versatel GmbH
10318858,Globe Development GmbH
10320378,China Telecom Corporation Limited
10320218,"China United Network Communications Group Co., Ltd."
10320215,"China United Network Communications Group Co., Ltd."
10320404,China Telecom Corporation Limited
10320333,China Telecom Corporation Limited
10320178,China Telecom Corporation Limited
10318848,Twl-Kom GmbH
10320263,"Longrui Industry (Hainan) Co., Ltd"
10320256,"Longrui Industry (Hainan) Co., Ltd"
10320254,"Longrui Industry (Hainan) Co., Ltd"
10320261,"Longrui Industry (Hainan) Co., Ltd"
10338315,China Telecom Corporation Limited
10338313,China Telecom Corporation Limited
