geoid,state,county_name,municipality_name,covered_any_year,covered_2period_FY17_FY24,covered_n_years,covered_balanced9,covered_gf_any_year,covered_gf_2period_FY17_FY24,covered_gf_n_years,fiscal_year_max
22085,LA,,SABINE PARISH POLICE JURY,True,False,2,False,True,False,2,2024
22087,LA,,St Bernard Parish Government,True,True,9,True,True,True,9,2024
22089,LA,,ST. CHARLES PARISH COUNCIL,True,True,9,True,True,True,9,2024
22091,LA,,ST. HELENA PARISH POLICE JURY,True,False,4,False,True,False,4,2024
22093,LA,,St. James Parish,True,False,7,False,True,False,7,2023
22095,LA,,St. John the Baptist Parish Council,True,True,9,True,True,True,9,2024
22097,LA,,St. Landry Parish Government,True,False,4,False,True,False,4,2020
22099,LA,,St. Martin Parish Government,True,True,6,False,True,True,6,2024
22101,LA,,St. Mary Parish Government,True,True,3,False,True,True,3,2024
22103,LA,,"St. Tammany Parish, Louisiana",True,True,9,True,True,True,9,2024
22105,LA,,Tangipahoa Parish Government,True,True,7,False,True,True,7,2024
22107,LA,,"Tensas Parish, Louisiana",True,False,7,False,True,False,7,2023
22109,LA,,TERREBONNE PARISH CONSOLIDATED GOVERNMENT,True,True,9,True,True,True,9,2024
22111,LA,,Union Parish Police Jury,True,False,2,False,True,False,2,2023
22113,LA,,VERMILION PARISH POLICE JURY,True,True,9,True,True,True,9,2024
22115,LA,,Vernon Parish Police Jury,True,True,4,False,True,True,4,2024
22117,LA,,WASHINGTON PARISH GOVERNMENT,True,False,1,False,True,False,1,2018
22119,LA,,WEBSTER PARISH POLICE JURY,True,False,3,False,True,False,3,2020
22121,LA,,West Baton Rouge Parish Council,True,True,8,False,True,True,8,2024
22123,LA,,West Carroll Parish Police Jury,True,False,1,False,True,False,1,2017
22125,LA,,West Feliciana Parish Government,True,True,10,True,True,True,10,2025
22127,LA,,Caddo Parish Commission,True,True,9,True,True,True,9,2024
23001,ME,Androscoggin County,"Androscoggin, County of",True,False,4,False,True,False,3,2024
23003,ME,Aroostook County,County of Aroostook,True,False,2,False,True,False,2,2021
23005,ME,Cumberland County,"County of Cumberland, Maine",True,True,7,False,True,False,4,2025
23007,ME,,"Franklin County, Maine",True,False,5,False,True,False,5,2025
23009,ME,Hancock County,"County of Hancock, Maine",True,False,2,False,True,False,1,2022
23011,ME,Kennebec County,County of Kennebec,True,False,3,False,True,False,3,2024
23013,ME,Knox County,COUNTY OF KNOX,True,True,9,True,True,True,9,2024
23017,ME,Oxford County,COUNTY OF OXFORD,True,False,1,False,True,False,1,2024
23019,ME,Penobscot County,"County of Penobscot, Maine",True,False,7,False,True,False,5,2022
23021,ME,,"Piscataquis County, Maine",True,False,2,False,True,False,2,2022
23023,ME,,"Sagadahoc County, Maine",True,False,1,False,True,False,1,2021
23025,ME,,"Somerset County, Maine",True,False,5,False,True,False,5,2025
23027,ME,,"Waldo County, Maine",True,False,2,False,True,False,2,2022
23029,ME,,"Washington County, Maine",True,False,1,False,True,False,1,2022
23031,ME,York County,YORK COUNTY,True,False,4,False,True,False,4,2024
24001,MD,Allegany County,"Allegany County, Maryland",True,True,9,True,True,True,9,2025
24003,MD,Anne Arundel County,"Anne Arundel County, Maryland",True,True,9,True,True,True,9,2024
24005,MD,Baltimore County,"Baltimore County, Maryland",True,True,9,True,True,True,9,2024
24009,MD,Calvert County,"COUNTY OF COMMISSIONERS OF CALVERT COUNTY, MARYLAND",True,True,9,True,True,True,9,2024
24011,MD,Caroline County,Caroline County Commissioners,True,True,6,False,True,True,6,2024
24013,MD,Carroll County,Carroll County Commissioners,True,True,9,True,True,True,7,2024
24015,MD,Cecil County,"Cecil County, Maryland",True,True,8,False,True,True,8,2024
24017,MD,Charles County,"The County Commissioners of Charles County, Maryland",True,True,4,False,True,True,4,2024
24019,MD,,"Dorchester County, Maryland",True,False,8,False,True,False,8,2023
24021,MD,Frederick County,"Frederick County, Maryland",True,True,8,False,True,True,8,2024
24023,MD,Garrett County,"The Board of Commissioners of Garrett County, Maryland",True,False,2,False,True,False,2,2023
24025,MD,Harford County,"Harford County, Maryland",True,False,9,True,True,False,9,2025
24029,MD,Kent County,"THE COUNTY COMMISSIONERS OF KENT COUNTY, MARYLAND",True,True,7,False,True,True,7,2024
24031,MD,Montgomery County,"Montgomery County, Maryland",True,True,3,False,True,True,3,2024
24033,MD,Prince George's County,"Prince George's County, MD",True,True,9,True,True,True,9,2024
24035,MD,Queen Anne's County,"Queen Anne's County, Maryland",True,False,2,False,False,False,0,2024
24037,MD,St. Mary's County,"ST. MARY'S COUNTY, MARYLAND",True,False,5,False,True,False,5,2024
24039,MD,Somerset County,Somerset County Maryland,True,True,8,False,True,True,8,2024
24041,MD,,"TALBOT COUNTY, MARYLAND",True,True,9,True,True,True,9,2024
24043,MD,Washington County,"COUNTY COMMISSIONERS OF WASHINGTON COUNTY, MARYLAND",True,True,10,True,True,True,10,2025
24045,MD,Wicomico County,"Wicomico County, Maryland",True,False,6,False,True,False,6,2022
24047,MD,Worcester County,WORCESTER COUNTY MARYLAND,True,True,8,False,True,True,8,2024
25001,MA,Barnstable County,BARNSTABLE COUNTY,True,True,9,True,True,True,9,2024
25005,MA,Bristol County,"COUNTY OF BRISTOL, MASSACHUSETTS",True,False,3,False,True,False,3,2024
25007,MA,,"County of Dukes County, Massachusetts",True,True,5,False,True,True,4,2024
25021,MA,Norfolk County,County of Norfolk,True,False,2,False,True,False,2,2022
25023,MA,Plymouth County,"County of Plymouth, Massachusetts",True,False,3,False,True,False,3,2022
26001,MI,Alcona County,Alcona County,True,False,5,False,True,False,5,2024
26003,MI,Alger County,"County of Alger, Michigan",True,False,4,False,True,False,4,2024
26005,MI,Allegan County,Allegan County,True,True,9,True,True,True,9,2024
26007,MI,Alpena County,"County of Alpena, Michigan",True,True,9,True,True,True,9,2024
26009,MI,Antrim County,County of Antrim,True,False,2,False,True,False,2,2021
26011,MI,Arenac County,Arenac County,True,False,3,False,True,False,3,2024
26013,MI,,"Baraga County, Michigan",True,False,8,False,True,False,8,2025
26015,MI,Barry County,Barry County,True,True,9,True,True,True,9,2024
26017,MI,Bay County,Bay County,True,True,9,True,True,True,9,2024
26019,MI,BENZIE,COUNTY OF BENZIE,True,False,2,False,True,False,2,2023
26021,MI,Berrien County,County of Berrien,True,True,9,True,True,True,9,2024
26023,MI,Branch County,COUNTY OF BRANCH,True,False,6,False,True,False,6,2024
26025,MI,Calhoun County,COUNTY OF CALHOUN,True,True,9,True,True,True,9,2024
26027,MI,Cass County,"County of Cass, Michigan",True,False,3,False,True,False,3,2024
26029,MI,Charlevoix County,Charlevoix County,True,True,9,True,True,True,9,2024
26031,MI,Cheboygan County,County of Cheboygan,True,True,9,True,True,True,9,2024
26033,MI,,Chippewa County,True,True,9,True,True,True,9,2024
26035,MI,Clare County,CLARE COUNTY,True,False,5,False,True,False,5,2024
26037,MI,Clinton County,CLINTON COUNTY,True,True,9,True,True,True,9,2024
26039,MI,Crawford County,County of Crawford,True,True,10,True,True,True,10,2025
26041,MI,Delta County,County of Delta,True,True,9,True,True,True,9,2024
26043,MI,Dickinson County,DICKINSON COUNTY,True,False,4,False,True,False,4,2024
26045,MI,Eaton County,EATON COUNTY,True,True,9,True,True,True,9,2024
26047,MI,Emmet County,County of Emmet,True,True,9,True,True,True,9,2024
26049,MI,Genesee County,"GENESEE COUNTY, MICHIGAN",True,True,10,True,True,True,10,2025
26051,MI,Gladwin County,Gladwin County,True,False,4,False,True,False,4,2024
26053,MI,Gogebic County,GOGEBIC COUNTY,True,False,5,False,True,False,5,2025
26055,MI,Grand Traverse County,GRAND TRAVERSE COUNTY,True,True,9,True,True,True,9,2024
26057,MI,Gratiot County,Gratiot County,True,True,9,True,True,True,9,2024
26059,MI,Hillsdale County,Hillsdale County,True,False,5,False,True,False,5,2024
26061,MI,Houghton County,Houghton County,True,True,8,False,True,True,8,2024
26063,MI,Huron County,COUNTY OF HURON,True,True,8,False,True,True,8,2024
26065,MI,Ingham County,"Ingham County, Michigan",True,False,7,False,True,False,7,2024
26067,MI,Ionia County,Ionia County,True,True,9,True,True,True,9,2024
26069,MI,Iosco County,Iosco County,True,False,3,False,True,False,3,2024
26071,MI,Iron County,Iron County,True,True,9,True,True,True,9,2024
26073,MI,Isabella County,Isabella County,True,True,9,True,True,True,9,2025
26075,MI,Jackson County,"COUNTY OF JACKSON, MICHIGAN",True,True,9,True,True,True,9,2024
26077,MI,Kalamazoo County,"County of Kalamazoo, Michigan",True,True,8,False,True,True,8,2024
26079,MI,Kalkaska County,KALKASKA COUNTY,True,False,2,False,True,False,2,2023
26081,MI,Kent County,"COUNTY OF KENT, MICHIGAN",True,True,9,True,True,True,9,2024
26083,MI,,"Keweenaw County, Michigan",True,True,8,False,True,True,8,2024
26085,MI,Lake County,LAKE COUNTY,True,False,4,False,True,False,4,2024
26089,MI,,"Leelanau County, Michigan",True,False,2,False,True,False,2,2024
26091,MI,Lenawee County,Lenawee County,True,True,9,True,True,True,9,2024
26093,MI,Livingston County,"LIVINGSTON COUNTY, MICHIGAN",True,True,8,False,True,True,8,2024
26095,MI,Luce County,Luce County,True,False,7,False,True,False,6,2024
26099,MI,Macomb County,Macomb County,True,False,8,False,True,False,8,2023
26101,MI,Manistee County,MANISTEE COUNTY,True,True,7,False,True,True,7,2025
26103,MI,Marquette County,"County of Marquette, Michigan",True,True,9,True,True,True,9,2024
26105,MI,Mason County,Mason County,True,False,3,False,True,False,3,2022
26107,MI,Mecosta County,County of Mecosta,True,False,7,False,True,False,7,2023
26109,MI,Menominee County,Menominee County,True,False,1,False,True,False,1,2020
26111,MI,Midland County,Midland County,True,True,9,True,True,True,9,2024
26113,MI,Missaukee County,Missaukee County,True,False,1,False,True,False,1,2022
26115,MI,Monroe County,Monroe County,True,True,9,True,True,True,9,2024
26117,MI,Montcalm County,MONTCALM COUNTY,True,True,10,True,True,True,10,2025
26119,MI,Montmorency County,County of Montmorency,True,False,1,False,True,False,1,2022
26123,MI,Newaygo County,"County of Newaygo, Michigan",True,True,9,True,True,True,9,2024
26125,MI,Oakland County,Oakland County,True,False,5,False,True,False,5,2025
26127,MI,,Oceana County,True,True,7,False,True,True,7,2024
26129,MI,Ogemaw County,Ogemaw of County,True,False,4,False,True,False,2,2021
26131,MI,,"Ontonagon County, Michigan",True,False,2,False,True,False,2,2021
26133,MI,Osceola County,County of Osceola,True,False,4,False,True,False,3,2024
26135,MI,,"Oscoda County, Michigan",True,True,9,True,True,True,9,2024
26137,MI,Otsego County,County of Otsego,True,False,5,False,True,False,5,2024
26139,MI,Ottawa County,County of Ottawa,True,True,10,True,True,True,10,2025
26141,MI,,"Presque Isle County, Michigan",True,True,10,True,True,True,10,2025
26143,MI,,Roscommon County,True,False,1,False,True,False,1,2020
26145,MI,Saginaw County,County of Saginaw,True,True,9,True,True,True,9,2024
26147,MI,St. Clair County,St. Clair County,True,True,9,True,True,True,9,2024
26149,MI,St. Joseph County,St. Joseph County,True,True,9,True,True,True,9,2024
26151,MI,,County of Sanilac,True,True,7,False,True,True,7,2024
26153,MI,Schoolcraft County,Schoolcraft County,True,False,1,False,True,False,1,2024
26155,MI,Shiawassee County,Shiawassee County,True,True,9,True,True,True,9,2024
26157,MI,Tuscola County,County of Tuscola,True,True,9,True,True,True,9,2024
26159,MI,Van Buren County,VAN BUREN COUNTY,True,True,9,True,True,True,9,2024
26161,MI,Washtenaw County,County of Washtenaw,True,True,10,True,True,True,10,2025
26163,MI,Wayne County,"CHARTER COUNTY OF WAYNE, MICHIGAN",True,True,10,True,True,True,10,2025
26165,MI,,LAPEER COUNTY,True,True,10,True,True,True,10,2025
27001,MN,Aitkin County,Aitkin County,True,True,9,True,True,True,9,2024
27003,MN,,Anoka County,True,True,6,False,True,True,6,2024
27005,MN,,Becker County,True,False,3,False,True,False,3,2018
27007,MN,Beltrami County,Beltrami County,True,True,9,True,True,True,9,2024
27009,MN,Benton County,Benton County,True,True,9,True,True,True,9,2024
27011,MN,Big Stone County,Big Stone County,True,True,8,False,True,True,8,2024
27013,MN,Blue Earth County,Blue Earth County,True,True,10,True,True,True,10,2025
27015,MN,Brown County,Brown County,True,True,9,True,True,True,9,2024
27017,MN,Carlton County,"Carlton County, Minnesota",True,True,9,True,True,True,9,2024
27019,MN,Carver County,Carver County,True,True,8,False,True,True,8,2024
27021,MN,,"Cass County, Minnesota",True,True,8,False,True,True,8,2024
27023,MN,CHIPPEWA,Chippewa County,True,True,7,False,True,True,7,2024
27025,MN,Chisago County,Chisago County,True,False,1,False,True,False,1,2021
27027,MN,Clay County,Clay County,True,True,8,False,True,False,7,2024
27029,MN,Clearwater County,Clearwater County,True,True,9,True,True,True,9,2024
27031,MN,Cook County,"Cook County, Minnesota",True,True,8,False,True,True,8,2024
27033,MN,COTTONWOOD,Cottonwood County,True,True,9,True,True,True,9,2024
27035,MN,Crow Wing County,Crow Wing County,True,True,9,True,True,True,9,2024
27037,MN,,Dakota County,True,False,5,False,True,False,5,2024
27039,MN,,"Dodge County, Minnesota",True,False,5,False,True,False,5,2020
27041,MN,Douglas County,DOUGLAS COUNTY,True,True,9,True,True,True,9,2024
27043,MN,Faribault County,Faribault County,True,True,9,True,True,True,9,2024
27045,MN,Fillmore County,Fillmore County,True,True,9,True,True,True,9,2024
27047,MN,Freeborn County,Freeborn County,True,True,9,True,True,True,9,2024
27049,MN,Goodhue County,Goodhue County,True,True,9,True,True,True,9,2024
27051,MN,Grant County,Grant County,True,True,8,False,True,True,8,2024
27053,MN,,Hennepin County,True,True,7,False,True,True,7,2024
27055,MN,HOUSTON,Houston County,True,True,8,False,True,True,8,2024
27057,MN,Hubbard County,Hubbard County,True,False,6,False,True,False,6,2022
27059,MN,Isanti County,Isanti County,True,False,8,False,True,False,8,2023
27063,MN,Jackson County,"Jackson County, Minnesota",True,True,9,True,True,True,9,2024
27065,MN,,Kanabec County,True,True,9,True,True,True,9,2024
27067,MN,Kandiyohi County,KANDIYOHI COUNTY,True,True,9,True,True,True,9,2024
27069,MN,Kittson County,Kittson County,True,False,6,False,True,False,6,2021
27071,MN,Koochiching County,Koochiching County,True,False,8,False,True,False,8,2024
27073,MN,Lac qui Parle County,Lac Qui Parle County,True,False,6,False,True,False,6,2024
27075,MN,Lake County,Lake County,True,True,9,True,True,True,9,2024
27077,MN,Lake of the Woods County,Lake of the Woods County,True,False,6,False,True,False,6,2024
27079,MN,Le Sueur County,Le Sueur County,True,True,9,True,True,True,9,2024
27081,MN,Lincoln County,Lincoln County,True,False,4,False,True,False,4,2024
27083,MN,Lyon County,Lyon County,True,False,4,False,True,False,4,2024
27085,MN,McLeod County,Mcleod County,True,True,8,False,True,True,8,2024
27087,MN,Mahnomen County,MAHNOMEN COUNTY,True,True,8,False,True,True,8,2024
27089,MN,,MASHALL COUNTY,True,True,9,True,True,True,9,2024
27091,MN,Martin County,Martin County,True,False,4,False,True,False,4,2024
27093,MN,MEEKER,MEEKER COUNTY,True,True,8,False,True,True,8,2024
27095,MN,,Mille Lacs County,True,True,8,False,True,True,8,2024
27097,MN,Morrison County,Morrison County,True,True,9,True,True,True,9,2024
27099,MN,Mower County,Mower County,True,True,9,True,True,True,9,2024
27101,MN,Murray County,Murray County,True,True,8,False,True,True,8,2024
27103,MN,Nicollet County,Nicollet County,True,False,8,False,True,False,8,2023
27105,MN,Nobles County,Nobles County,True,True,9,True,True,True,9,2024
27107,MN,Norman County,Norman County,True,False,8,False,True,False,8,2023
27109,MN,Olmsted County,OLMSTED COUNTY,True,True,9,True,True,True,9,2024
27111,MN,Otter Tail County,Otter Tail County,True,True,9,True,True,True,9,2024
27113,MN,Pennington County,Pennington County,True,True,9,True,True,True,9,2024
27115,MN,Pine County,Pine County,True,True,7,False,True,True,7,2024
27117,MN,Pipestone County,Pipestone County,True,False,4,False,True,False,4,2022
27119,MN,Polk County,Polk County,True,True,9,True,True,True,9,2024
27121,MN,,Pope County,True,False,6,False,True,False,6,2022
27123,MN,Ramsey County,Ramsey County,True,True,9,True,True,True,9,2024
27125,MN,Red Lake County,Red Lake County,True,False,3,False,True,False,3,2024
27127,MN,Redwood County,Redwood County,True,False,7,False,True,False,7,2022
27129,MN,Renville County,Renville County,True,True,9,True,True,True,9,2024
27131,MN,Rice County,"Rice County, Minnesota",True,True,9,True,True,True,9,2024
27133,MN,,Rock County,True,False,3,False,True,False,3,2022
27135,MN,,Roseau County,True,True,9,True,True,True,9,2024
27137,MN,St. Louis County,St. Louis County,True,True,9,True,True,True,9,2024
27139,MN,Scott County,Scott County,True,True,4,False,True,True,4,2024
27141,MN,Sherburne County,Sherburne County,True,True,9,True,True,True,9,2024
27143,MN,SIBLEY,Sibley County,True,True,7,False,True,True,7,2024
27145,MN,Stearns County,Stearns County,True,True,9,True,True,True,9,2024
27147,MN,Steele County,STEELE COUNTY,True,True,7,False,True,True,7,2024
27149,MN,Stevens County,Stevens County,True,True,9,True,True,True,9,2024
27151,MN,Swift County,Swift County,True,True,9,True,True,True,9,2024
27153,MN,Todd County,TODD COUNTY,True,True,9,True,True,True,9,2024
27155,MN,TRAVERSE,Traverse County,True,True,8,False,True,True,8,2024
27157,MN,Wabasha County,Wabasha County,True,True,9,True,True,True,9,2024
27159,MN,Wadena County,WADENA COUNTY,True,False,5,False,True,False,5,2024
27161,MN,Waseca County,Waseca County,True,True,6,False,True,True,6,2024
27163,MN,Washington County,"Washington County, Minnesota",True,True,8,False,True,True,8,2024
27165,MN,Watonwan County,Watonwan County,True,True,8,False,True,True,8,2024
27167,MN,Wilkin County,Wilkin County,True,False,8,False,True,False,8,2023
27169,MN,Winona County,Winona County,True,False,6,False,True,False,6,2023
27171,MN,Wright County,Wright County,True,True,9,True,True,True,9,2024
27173,MN,Yellow Medicine County,Yellow Medicine County,True,True,9,True,True,True,9,2024
28003,MS,,ALCORN COUNTY,True,False,1,False,True,False,1,2016
28007,MS,,Attala County,True,False,1,False,True,False,1,2024
28013,MS,Calhoun County,CALHOUN COUNTY,True,False,3,False,True,False,3,2023
28017,MS,,"Chickasaw County, Mississippi",True,False,2,False,True,False,2,2021
28019,MS,,"Choctaw County, Mississippi",True,False,4,False,True,False,4,2021
28021,MS,CLAIBORNE,"CLAIBORNE COUNTY, MISSISSIPPI",True,False,4,False,True,False,4,2019
28023,MS,,CLARKE COUNTY MISSISSIPPI,True,False,1,False,True,False,1,2022
28025,MS,,"Clay County, Mississippi",True,False,1,False,True,False,1,2021
28027,MS,COAHOMA,COAHOMA COUNTY MISSISSIPPI,True,False,3,False,True,False,3,2022
28031,MS,Covington County,"Covington County, Mississippi",True,False,3,False,True,False,3,2023
28035,MS,Forrest County,"Forrest County, Mississippi",True,True,8,False,True,True,8,2024
28039,MS,George County,"GEORGE COUNTY, MISSISSIPPI",True,False,3,False,True,False,3,2024
28045,MS,Hancock County,"Hancock County, MS",True,False,3,False,True,False,3,2022
28047,MS,Harrison County,"HARRISON COUNTY, MISSISSIPPI",True,False,8,False,True,False,8,2023
28049,MS,Hinds County,PRENTISS COUNTY MISSISSIPPI,True,True,9,True,True,True,9,2024
28055,MS,,"Issaquena County, Mississippi",True,False,2,False,True,False,2,2021
28057,MS,Itawamba County,Itawamba County,True,False,3,False,True,False,3,2022
28059,MS,Jackson County,"Jackson County, Mississippi",True,True,8,False,True,True,8,2024
28067,MS,Jones County,"Jones County, Mississippi",True,True,6,False,True,True,6,2024
28069,MS,,"Kemper County, Mississippi",True,False,1,False,True,False,1,2019
28073,MS,Lamar County,Lamar County,True,True,6,False,True,True,6,2024
28075,MS,Lauderdale County,"Lauderdale County, Mississippi",True,False,4,False,True,False,4,2024
28077,MS,Lawrence County,"Lawrence County, Mississippi",True,False,3,False,True,False,3,2024
28081,MS,,"Lee County, Mississippi",True,False,6,False,True,False,6,2023
28091,MS,Marion County,"Marion County, Mississippi",True,False,3,False,True,False,3,2024
28093,MS,Marshall County,Marshall County Board of Supervisors,True,False,5,False,True,False,5,2024
28097,MS,Montgomery County,Montgomery County,True,False,3,False,True,False,3,2024
28099,MS,Neshoba County,Neshoba County,True,False,3,False,True,False,3,2024
28105,MS,Oktibbeha County,"Oktibbeha County, Mississippi",True,False,3,False,True,False,3,2022
28109,MS,Pearl River County,"Pearl River County, Mississippi",True,False,4,False,True,False,4,2023
28115,MS,Pontotoc County,Pontotoc County Mississippi,True,False,6,False,True,False,6,2023
28121,MS,Rankin County,COUNTY OF RANKIN BOARD SUPERVISORS,True,False,6,False,True,False,6,2024
28125,MS,,"Sharkey County, Mississippi",True,False,1,False,True,False,1,2020
28127,MS,Simpson County,"Simpson County, Mississippi",True,False,2,False,True,False,2,2023
28131,MS,Stone County,"Stone County, Mississippi",True,False,5,False,True,False,5,2023
28135,MS,,Tallahatchie County,True,False,2,False,True,False,2,2021
28137,MS,Tate County,"Tate County, Mississippi",True,False,1,False,True,False,1,2020
28139,MS,Tippah County,Tippah County,True,False,3,False,True,False,3,2023
28141,MS,Tishomingo County,Tishomingo County,True,False,3,False,True,False,3,2022
28143,MS,TUNICA,TUNICA COUNTY,True,False,2,False,True,False,2,2024
28145,MS,Union County,"Union County, Mississippi",True,False,4,False,True,False,4,2023
28153,MS,Wayne County,"Wayne County, Mississippi",True,False,2,False,True,False,2,2020
28155,MS,,"Webster County, Mississippi",True,False,2,False,True,False,2,2024
28159,MS,WINSTON,"WINSTON COUNTY, MISSISSIPPI",True,False,1,False,True,False,1,2018
29007,MO,St. Charles County,The Community and Children's Resource Board of St. Charles County,True,False,2,False,True,False,2,2024
29019,MO,Boone County,"Boone County, Missouri",True,True,9,True,True,True,9,2024
29021,MO,Buchanan County,"Buchanan County, Missouri",True,True,9,True,True,True,9,2024
29027,MO,Callaway County,"Callaway County, Missouri",True,False,5,False,True,False,5,2024
29035,MO,,"CARTER COUNTY, MISSOURI",True,False,1,False,True,False,1,2022
29037,MO,Cass County,County of Cass,True,True,7,False,True,True,6,2024
29041,MO,,"County of Cape Girardeau, Missouri",True,True,7,False,True,True,7,2024
29047,MO,Clay County,"Clay County, Missouri",True,True,9,True,True,True,9,2024
29061,MO,,"NEW MADRID COUNTY, MISSOURI",True,False,3,False,True,False,3,2021
29063,MO,,"Pulaski County, Missouri",True,False,2,False,True,False,2,2024
29069,MO,,"Christian County, Missouri",True,True,7,False,True,True,7,2024
29071,MO,Franklin County,"Franklin County, Missouri",True,True,9,True,True,True,9,2024
29077,MO,Greene County,"Greene County, Missouri",True,False,7,False,True,False,7,2022
29079,MO,,"JOHNSON COUNTY, MISSOURI",True,False,3,False,True,False,3,2022
29091,MO,Howell County,Howell County Missouri,True,False,1,False,False,False,0,2024
29095,MO,Jackson County,"Jackson County, Missouri",True,True,9,True,True,True,9,2024
29097,MO,,"Jasper County, Missouri",True,False,5,False,True,False,5,2023
29099,MO,Jefferson County,The County of Jefferson,True,False,6,False,True,False,6,2024
29107,MO,Lafayette County,"Lafayette County, Missouri",True,False,5,False,True,False,5,2024
29153,MO,,Ozark County Missouri,True,False,1,False,True,False,1,2020
29159,MO,,County of Pettis,True,False,3,False,True,False,3,2024
29161,MO,,Phelps County,True,False,1,False,True,False,1,2022
29165,MO,Platte County,"Platte County, Missouri",True,True,9,True,True,True,9,2024
29167,MO,,"Polk County, Missouri",True,False,1,False,True,False,1,2024
29183,MO,St. Charles County,St. Charles County,True,True,9,True,True,True,9,2024
29187,MO,St. Francois County,St Francois County,True,False,5,False,True,False,5,2024
29189,MO,,"St. Louis County, Missouri",True,False,3,False,True,False,3,2024
29201,MO,,"Scott County, Missouri",True,False,1,False,True,False,1,2022
29213,MO,,"Taney County, Missouri",True,False,5,False,True,False,5,2024
29215,MO,Texas County,"TEXAS COUNTY, MISSOURI",True,False,3,False,True,False,2,2024
30001,MT,Beaverhead County,Beaverhead County,True,True,9,True,True,True,9,2024
30003,MT,Big Horn County,BIG HORN COUNTY,True,False,5,False,True,False,5,2024
30005,MT,Blaine County,Blaine County,True,False,2,False,True,False,2,2024
30007,MT,Broadwater County,Broadwater County,True,False,5,False,True,False,4,2024
30009,MT,Carbon County,CARBON COUNTY,True,True,9,True,True,True,9,2024
30011,MT,Carter County,Carter County,True,False,1,False,True,False,1,2023
30013,MT,Cascade County,"CASCADE COUNTY, MONTANA",True,True,9,True,True,True,9,2024
30015,MT,Chouteau County,CHOUTEAU COUNTY,True,False,6,False,True,False,6,2025
30017,MT,Custer County,CUSTER COUNTY,True,False,4,False,True,False,4,2024
30019,MT,Daniels County,Daniels County,True,False,2,False,True,False,2,2024
30021,MT,Dawson County,Dawson County,True,True,4,False,True,True,4,2024
30023,MT,Deer Lodge County,Anaconda Deer Lodge County,True,True,9,True,True,True,9,2024
30025,MT,Fallon County,FALLON COUNTY,True,False,4,False,True,False,4,2024
30027,MT,Fergus County,Fergus County,True,False,7,False,True,False,7,2024
30029,MT,Flathead County,Flathead County,True,True,9,True,True,True,9,2024
30031,MT,Gallatin County,COUNTY OF GALLATIN,True,False,8,False,True,False,8,2023
30033,MT,,Garfield County,True,False,4,False,True,False,4,2024
30039,MT,Granite County,GRANITE COUNTY,True,False,5,False,True,False,5,2024
30041,MT,,"Hill County, Montana",True,False,8,False,True,False,8,2023
30043,MT,Jefferson County,Jefferson County,True,False,5,False,True,False,5,2024
30045,MT,Judith Basin County,Judith Basin County,True,False,3,False,True,False,3,2024
30047,MT,Lake County,Lake County,True,True,8,False,True,True,8,2024
30049,MT,Lewis and Clark County,Lewis & Clark County,True,True,9,True,True,True,9,2024
30051,MT,Liberty County,Liberty County,True,False,2,False,True,False,2,2024
30053,MT,Lincoln County,Lincoln County,True,True,9,True,True,True,9,2024
30057,MT,,Madison County,True,True,9,True,True,True,9,2024
30059,MT,Meagher County,Meagher County,True,False,1,False,False,False,0,2024
30061,MT,Mineral County,Mineral County,True,False,8,False,True,False,8,2024
30063,MT,Missoula County,MISSOULA COUNTY,True,False,8,False,True,False,8,2023
30065,MT,Musselshell County,Musselshell County,True,False,5,False,True,False,5,2024
30067,MT,Park County,COUNTY OF PARK,True,True,10,True,True,True,10,2025
30071,MT,,Phillips County,True,False,2,False,True,False,2,2024
30073,MT,Pondera County,Pondera County,True,False,4,False,True,False,4,2024
30075,MT,,Powder River County,True,False,3,False,True,False,3,2024
30077,MT,Powell County,Powell County,True,False,6,False,True,False,6,2024
30081,MT,Ravalli County,Ravalli County,True,False,3,False,True,False,3,2021
30083,MT,Richland County,Richland County,True,False,6,False,True,False,6,2024
30085,MT,Roosevelt County,ROOSEVELT COUNTY,True,False,3,False,True,False,3,2024
30087,MT,Rosebud County,ROSEBUD COUNTY,True,True,6,False,True,True,6,2024
30089,MT,Sanders County,Sanders County,True,True,9,True,True,True,9,2024
30091,MT,Sheridan County,Sheridan County,True,False,2,False,True,False,2,2022
30095,MT,Stillwater County,Stillwater County,True,False,8,False,True,False,8,2025
30097,MT,Sweet Grass County,Sweet Grass County,True,False,2,False,True,False,2,2024
30099,MT,Teton County,Teton County,True,False,2,False,True,False,2,2021
30101,MT,Toole County,Toole County,True,False,7,False,True,False,7,2024
30105,MT,Valley County,VALLEY COUNTY,True,True,8,False,True,True,8,2024
30107,MT,WHEATLAND,WHEATLAND COUNTY,True,False,1,False,True,False,1,2016
30111,MT,Yellowstone County,"YELLOWSTONE COUNTY, MONTANA",True,False,7,False,True,False,7,2025
31015,NE,,Saunders County,True,False,5,False,True,False,5,2024
31019,NE,Buffalo County,"Buffalo County, Nebraska",True,False,3,False,True,False,3,2025
31025,NE,,CASS COUNTY NEBRASKA,True,False,3,False,True,False,3,2024
31033,NE,Cheyenne County,CHEYENNE COUNTY,True,False,2,False,True,False,1,2024
31037,NE,Colfax County,Colfax County,True,False,4,False,True,False,4,2024
31039,NE,Cuming County,Cuming County,True,False,1,False,True,False,1,2020
31043,NE,,Dakota County,True,False,4,False,True,False,4,2025
