pid,provider
10234246,"Equinix, Inc."
10318450,"Kehua Data Co., Ltd."
10319270,Sabey Data Center Properties LLC
10349291,
10349293,"Seznam.cz, a.s."
10349294,Ceske Radiokomunikace a.s.
10341533,Aruba S.p.A.
10341530,Aruba S.p.A.
10318837,Concentrix Rechenzentrum GmbH
10340365,"BroadBased Communications, Inc."
10340394,Rack Centre Limited
10346300,Saddleback Communications
10350137,Irix
10319279,Sabey Data Center Properties LLC
10319275,Sabey Data Center Properties LLC
10318384,China Telecom Corporation Limited
10318413,"Centrin Data Systems Co., Ltd."
10352821,"QTS Realty Trust, LLC"
10352826,"QTS Realty Trust, LLC"
10340478,CWG Plc
10187343,Sabey Data Center Properties LLC
10352837,Mapletree Industrial Trust
10319815,Ukfast Ltd
10340513,Bharti Airtel Nigeria Limited
10340517,Etisalat
10187344,Sabey Data Center Properties LLC
10318549,"Shanghai @hub Co.,Ltd."
10318573,"Centrin Data Systems Co., Ltd."
10350134,AIMS Data Centre Sdn Bhd
10350133,Powerware Systems Sdn. Bhd.
10247651,Redcentric Communications Limited
10235563,"STACK Infrastructure, Inc."
10187342,Sabey Data Center Properties LLC
10319247,Massive Networks
10352840,"LightEdge Solutions, Inc."
10318842,Penta Infra
10187341,Sabey Data Center Properties LLC
10319265,Sabey Data Center Properties LLC
10343284,"QTS Realty Trust, LLC"
10319263,Sabey Data Center Properties LLC
10350136,Open DC
10350135,Regalorion
10318474,"Kehua Data Co., Ltd."
10352830,"QTS Realty Trust, LLC"
10343287,"QTS Realty Trust, LLC"
10341526,Aruba S.p.A.
10167569,"Zayo Group Holdings, Inc."
10349290,euNetworks Holdings Limited
10340497,Internet Solutions (Pty) Limited
10187340,Sabey Data Center Properties LLC
10341524,Aruba S.p.A.
10341522,Alphacloud Nv
10340405,Internet Solutions (Pty) Limited
10339796,Arravo Global Services Limited
10319259,Sabey Data Center Properties LLC
10318496,"Shanghai @hub Co.,Ltd."
10318519,"Shanghai @hub Co.,Ltd."
10318840,Concentrix Rechenzentrum GmbH
10340549,MTN Group Limited
10319213,Quasar Data Center
10181443,"Equinix, Inc."
10319181,PureGig
10318659,China Telecom Corporation Limited
10317324,"Zayo Group Holdings, Inc."
10341883,Provision Data Systems
10340594,ECC Solutions
10340592,"Equinix, Inc."
10181570,"Equinix, Inc."
10318655,"Kehua Data Co., Ltd."
10318658,GZ IDC
10317318,"ClearDATA Networks, Inc."
10317320,"DataBank Holdings, Ltd."
10318868,"Lumen Technologies, Inc."
10340585,Bezeq International Ltd.
10340588,Bezeq International Ltd.
10342009,Apple Inc.
10349277,Microsoft Corporation
10202436,"Equinix, Inc."
10181568,"Equinix, Inc."
10350128,
10341486,Serverius B.V.
10318662,"China United Network Communications Group Co., Ltd."
10319178,ProHosting Corporation
10318672,"VNET Group, Inc."
10341869,Rogers Communications Canada Inc.
10318712,Microsoft Corporation
10318688,Microsoft Corporation
10211125,eStruxture Data Centers Inc.
10187163,"GPX Global Systems, Inc."
10341866,Rogers Communications Canada Inc.
10318871,SpaceNet AG
10187164,"GPX Global Systems, Inc."
10341873,Rogers Communications Canada Inc.
10349276,Alphabet Inc.
10349275,Alphabet Inc.
10111500,CyrusOne Inc.
10341483,Penta Infra
10340598,Telecom Egypt Company
10341266,"Equinix, Inc."
10203196,"Equinix, Inc."
10341880,Priority Colo Inc.
10318665,China Telecom Corporation Limited
10318670,"VNET Group, Inc."
10317329,"Highstreet IT Solutions, LLC"
10340601,Raya Data Center S.A.E.
10341876,Priority Colo Inc.
10317332,Cobalt Data Centers
10341480,Penta Infra
10341477,Datacenter Groningen B.V.
10349273,Alphabet Inc.
10349272,"Amazon.com, Inc."
10206366,"fifteenfortyseven Critical Systems Realty, LLC"
10340603,LINK
10341489,Serverius B.V.
10349279,Microsoft Corporation
10319200,"QTS Realty Trust, LLC"
10183566,NTT Global Data Centers Preparatory Corporation
10054528,"QTS Realty Trust, LLC"
10318638,"Shanghai Baosight Software Co.,Ltd."
10341502,Itb2 Datacenters
10319144,GDS Holdings Limited
10349284,Alphabet Inc.
10183568,NTT Global Data Centers Preparatory Corporation
10097194,CyrusOne Inc.
10319147,GDS Holdings Limited
10319145,GDS Holdings Limited
10341508,BIT
10318626,"Shanghai Baosight Software Co.,Ltd."
10340552,Vox
10319210,"QuadraNet, Inc."
10341505,BIT
10183867,"QuadraNet, Inc."
10320078,"Amazon.com, Inc."
10349285,Alphabet Inc.
10096444,CyrusOne Inc.
10340557,Vox
10340559,RSAWEB Internet Services
10318631,"Shanghai Baosight Software Co.,Ltd."
10318633,"Shanghai Baosight Software Co.,Ltd."
10054533,"QTS Realty Trust, LLC"
10054527,"QTS Realty Trust, LLC"
10343305,The Charlotte Colocation Center LLC.
10318856,1&1 Versatel GmbH
10317301,The Charlotte Colocation Center LLC.
10054530,"QTS Realty Trust, LLC"
10317304,The Charlotte Colocation Center LLC.
10341492,Previder BV
10054525,"QTS Realty Trust, LLC"
10318864,Kpn Eurorings GmbH
10341898,QITX INC
10318651,"Kehua Data Co., Ltd."
10341652,Cit@enet
10317314,CityNAP
10215314,"Digital Realty Trust, Inc."
10350129,
10340581,PiXi Media
10340583,Bezeq International Ltd.
10202433,"Equinix, Inc."
10202437,"Equinix, Inc."
10349281,Alphabet Inc.
10318649,Hotwon Group
10340577,West Africa Data Centers Ltd
10318858,Globe Development GmbH
10318862,EXA Infrastructure
10318639,Hotwon Group
10183565,NTT Global Data Centers Preparatory Corporation
10054524,"QTS Realty Trust, LLC"
10054531,"QTS Realty Trust, LLC"
10341500,Itb2 Datacenters
10318642,Hotwon Group
10349283,Alphabet Inc.
10349282,Alphabet Inc.
10341495,Previder BV
10319140,GDS Holdings Limited
10319138,GDS Holdings Limited
10183564,NTT Global Data Centers Preparatory Corporation
10054532,"QTS Realty Trust, LLC"
10054529,"QTS Realty Trust, LLC"
10343311,China Telecom Corporation Limited
10317310,"China United Network Communications Group Co., Ltd."
10340574,"HostGee.Com, Inc."
10318646,Hotwon Group
10318832,TelemaxX Telekommunikation GmbH
10349295,"Seznam.cz, a.s."
10319386,
10319488,Colt Technology Services Limited
10259794,
10318563,China Telecom Corporation Limited
10319491,Colt Technology Services Limited
10259797,
10349325,Atman sp. z o.o.
10341584,Databalance Services B.V.
10341587,Databalance Services B.V.
10318799,Akquinet Outsourcing Ggmbh
10363599,
10349326,Atman sp. z o.o.
10319482,Colt Technology Services Limited
10319485,Colt Technology Services Limited
10319392,
10259795,
10318801,Penta Infra
10318558,"Shanghai Phicomm Communication Co., Ltd."
10318561,"China United Network Communications Group Co., Ltd."
10352706,Virtual Citadel Inc.
10352725,Virtual Citadel Inc.
10352745,Virtual Citadel Inc.
10318807,Htp
10318808,EXA Infrastructure
10319367,
10318574,"Guangdong Aofei Data Technology Co., Ltd."
10341572,Data4 Group
10319509,Colt Technology Services Limited
10259792,
10349321,Atman sp. z o.o.
10319369,"CTI Liquidation Co., Inc."
10319177,"Guangdong Aofei Data Technology Co., Ltd."
10319496,Colt Technology Services Limited
10319380,
10318565,"China United Network Communications Group Co., Ltd."
10341632,Simplinet
10319377,
10341580,Data4 Group
10318569,China Mobile Limited
10318571,"Beijing Topnew Info & Tech Co., Ltd."
10349323,Atman sp. z o.o.
10349322,Atman sp. z o.o.
10319498,Colt Technology Services Limited
10319502,Colt Technology Services Limited
10319176,"Guangdong Aofei Data Technology Co., Ltd."
10319373,"CTI Liquidation Co., Inc."
10167383,
10319173,"Guangdong Aofei Data Technology Co., Ltd."
10110611,Mapletree Industrial Trust
10343260,"Esite Systems, LLC"
10341574,Data4 Group
10319505,Colt Technology Services Limited
10341628,Broadline Services Limited
10259800,
10341613,Rogers Communications Canada Inc.
10319457,Colt Technology Services Limited
10186164,"ServerFarm, LLC"
10319052,"Sentinel Data Centers, LLC"
10318541,"Guangdong Aofei Data Technology Co., Ltd."
10349335,Orange Business Services SA
10318539,"Guangdong Aofei Data Technology Co., Ltd."
10246372,"DataBank Holdings, Ltd."
10349340,Sociedad Gestora del Nodo Neutro Espanix S.L.
10341606,eww ag
10319166,ServerCentral Turing Group
10349339,Form8tion Data Centers
10318783,Penta Infra
10319447,Colt Technology Services Limited
10319175,ServerCentral Turing Group
10318535,China Mobile Limited
10318788,Wieske's Crew GmbH
10227109,"Equinix, Inc."
10349337,Orange Business Services SA
10180298,Rogers Communications Canada Inc.
10341610,Rogers Communications Canada Inc.
10341602,EUR TEL Arte Antica
10341599,EUR TEL Arte Antica
10319450,Colt Technology Services Limited
10319453,"Lumen Technologies, Inc."
10319143,Server Tune
10319189,Big Data Exchange
10186166,"ServerFarm, LLC"
10319187,"Guangdong Aofei Data Technology Co., Ltd."
10167432,
10319461,Colt Technology Services Limited
10341617,Rogers Communications Canada Inc.
10319179,"Guangdong Aofei Data Technology Co., Ltd."
10180295,Rogers Communications Canada Inc.
10319475,Colt Technology Services Limited
10319402,"ScaleMatrix Holdings, Inc."
10341589,Ecoracks
10341913,"Cologix, Inc."
10341911,
10318553,"Shenzhen Powerleader Technology Co., Ltd."
10318556,"Sino-Ocean Capital Co., Ltd."
10319477,Colt Technology Services Limited
10349329,Orange Business Services SA
10349327,Orange Business Services SA
10319479,Colt Technology Services Limited
10352773,Bothell Data Services
10318548,"Beijing Topnew Info & Tech Co., Ltd."
10128268,CyrusOne Inc.
10186495,"Equinix, Inc."
10319465,Colt Technology Services Limited
10128267,CyrusOne Inc.
10318543,"Guangdong Aofei Data Technology Co., Ltd."
10319185,"Guangdong Aofei Data Technology Co., Ltd."
10319182,"Guangdong Aofei Data Technology Co., Ltd."
10319412,"Secured Network Services, Inc."
10349334,Orange Business Services SA
10349330,Orange Business Services SA
10341620,Rogers Communications Canada Inc.
10341622,Rogers Communications Canada Inc.
10319468,Colt Technology Services Limited
10319472,Colt Technology Services Limited
10318790,Akquinet Outsourcing Ggmbh
10319410,"ScaleMatrix Holdings, Inc."
10319406,"ScaleMatrix Holdings, Inc."
10318795,Portus Data Centers S.Ã  R.l.
10341593,Elmec Informatica S.p.A.
10318547,"Guangdong Aofei Data Technology Co., Ltd."
10341591,Elmec Informatica S.p.A.
10318714,Lwlcom GmbH
10178030,"DataBank Holdings, Ltd."
10352801,"Caronet, Inc."
10167416,
10340251,
10259786,
10349302,Orange Business Services SA
10319303,
10318601,"Shanghai @hub Co.,Ltd."
10340211,Beyond.pl Sp. z o. o.
10318824,TelemaxX Telekommunikation GmbH
10318595,"Shanghai @hub Co.,Ltd."
10318598,"Shenzhen Powerleader Technology Co., Ltd."
10352798,"Caronet, Inc."
10349304,Quicktel Sp. z o.o.
10340138,Ukrtelecom PJSC
10319317,
10167439,
10319310,"CTI Liquidation Co., Inc."
10319154,"VNET Group, Inc."
10341553,BT Italia S.p.A.
10341549,Etop Sp. z o.o.
10340170,epic ltd
10352805,"QTS Realty Trust, LLC"
10318604,"Guangdong Aofei Data Technology Co., Ltd."
10350138,Princeton Digital Group (Singapore) Pte. Limited
10167436,
10352818,"QTS Realty Trust, LLC"
10318347,"Shanghai @hub Co.,Ltd."
10319290,SATC Co-Location Services
10341536,Aruba S.p.A.
10339598,Globacom Limited
10340343,MTN Group Limited
10349299,Orange Business Services SA
10349298,Atman sp. z o.o.
10349296,Ceske Radiokomunikace a.s.
10319288,"SAGO Networks, LLC"
10319284,"SAGO Networks, LLC"
10341539,Asco Tlc S.p.A.
10343272,"Caronet, Inc."
10340243,Globacom Limited
10341546,Datacenter PPNT
10340274,
10319299,
10349301,Netia S.A.
10349300,Orange Business Services SA
10352808,"QTS Realty Trust, LLC"
10250971,"Digital Realty Trust, Inc."
10167420,
10318607,"Shanghai @hub Co.,Ltd."
10318609,"Tianjin Zanpu Technology Co., Ltd"
10318828,TelemaxX Telekommunikation GmbH
10318829,TelemaxX Telekommunikation GmbH
10259419,"VNET Group, Inc."
89830,"CTI Liquidation Co., Inc."
10319294,
10319149,"VNET Group, Inc."
10359771,"QTS Realty Trust, LLC"
10352814,"QTS Realty Trust, LLC"
10341543,Asco Tlc S.p.A.
10250955,"Digital Realty Trust, Inc."
10318323,"Beijing Cloud Union Co., Ltd."
10259790,
10319349,"CTI Liquidation Co., Inc."
10349313,Atman sp. z o.o.
10346336,
10341635,Caneris
10319518,Ark Data Centres Limited
10349312,Orange Business Services SA
10057944,"Digital Realty Trust, Inc."
10259788,
10349314,Atman sp. z o.o.
10319511,Colt Technology Services Limited
10349319,Data4 Group
10178031,"DataBank Holdings, Ltd."
10259791,
10341570,Data4 Group
10318578,Big Data Exchange
10349318,Data4 Group
10341567,Cdlan S.R.L.
10318811,nLighten Deutschland GmbH
10318814,Frings It Solutions GmbH
10319171,"VNET Group, Inc."
10352654,"Zayo Group Holdings, Inc."
10319512,iomart Group plc
10318582,"Guangdong Cloud Base Technology Co., Ltd."
10167430,
10341908,"CTI Liquidation Co., Inc."
10319168,"VNET Group, Inc."
10349316,Data4 Group
10349315,Atman sp. z o.o.
10352784,"DataBank Holdings, Ltd."
10349320,Netia S.A.
10352791,"Caronet, Inc."
10352794,"Caronet, Inc."
10167404,
10341556,BT Italia S.p.A.
10318590,"China United Network Communications Group Co., Ltd."
10318592,"Sino-Ocean Capital Co., Ltd."
10167313,"VNET Group, Inc."
10319532,Ark Data Centres Limited
10319537,Ark Data Centres Limited
10167408,
10167407,
10259416,"VNET Group, Inc."
10349308,Orange Business Services SA
10349307,Orange Business Services SA
10341640,Canhost
10318821,TechniData IT AG
10319531,Ark Data Centres Limited
10341564,Bytesnet B.V.
10319340,"CTI Liquidation Co., Inc."
10318585,China Telecom Corporation Limited
10319522,Ark Data Centres Limited
10319164,"VNET Group, Inc."
10319161,"VNET Group, Inc."
10319337,
10352786,Capital Internet Group Inc
10341643,"CentriLogic, Inc."
10349311,Orange Business Services SA
10349309,Orange Business Services SA
10259783,Bytesnet B.V.
10259782,Bytesnet B.V.
10319523,Ark Data Centres Limited
10167399,
10318587,China Telecom Corporation Limited
10318588,TopServers
10259787,
10318819,Akquinet Outsourcing Ggmbh
10319528,Ark Data Centres Limited
10002418,
10340839,TELUS Corporation
10047658,"TierPoint, LLC"
10346778,Africa Data Centres (Pty.) Ltd.
10340234,Seeweb SRL
10319846,"Data Journey, LLC"
10340236,Telnet Srl
10319435,"Clise Properties, Inc."
10340964,ARTERIA Networks Corporation
10370747,"Digital Realty Trust, Inc."
10341901,Atman sp. z o.o.
10238939,Africa Data Centres (Pty.) Ltd.
10183817,"TierPoint, LLC"
10340228,Retelit S.p.A.
10340231,Retelit S.p.A.
10343485,Windstream Holdings Inc.
10319992,Windstream Holdings Inc.
10340960,ARTERIA Networks Corporation
10340963,ARTERIA Networks Corporation
10362809,Mineinvest
10362808,Mineinvest
10346781,"Digital Realty Trust, Inc."
10370748,"Digital Realty Trust, Inc."
10343454,"Digital Realty Trust, Inc."
10370752,Lloyds Capital Ltd
10370753,Lloyds Capital Ltd
10370754,Lloyds Capital Ltd
10370755,Lloyds Capital Ltd
10340250,"Equinix, Inc."
10319858,Opti9 Technologies LLC.
10370756,Chirisa Technology Parks
10319831,Waymark Communications
10370757,Chirisa Technology Parks
10370758,Chirisa Technology Parks
10370759,Chirisa Technology Parks
10350149,Princeton Digital Group (Singapore) Pte. Limited
10183800,"TierPoint, LLC"
10346783,Red Fox Solutions Group
10363588,Bitriver LP
10368141,"Digital Realty Trust, Inc."
10370749,"Digital Realty Trust, Inc."
10370750,"Edged Energy, LLC"
10370751,"Edged Energy, LLC"
10362802,LeoMining
10341899,"Asseco Lietuva, UAB"
10340239,Tessellis S.p.A.
10341896,Artnet AG
10341205,7081936 Canada Inc.
10340967,ARTERIA Networks Corporation
10340244,Tessellis S.p.A.
10340247,CINECA Consorzio Interuniversitario
10341172,Web Serve
10340971,"Bell Data, Inc."
10340973,"Bell Data, Inc."
10346782,Safaricom PLC
10319930,WebRunners Inc.
10362801,Kryptovault AS
10319900,WebNX
10340254,7ve7 TelekomÃ¼nikasyon ve Internet Hizmetleri San.Tic.Ltd.Sti.
10340955,ARTERIA Networks Corporation
10370745,Meridian Capital
10370744,Nostrum Group
10320035,Windstream Holdings Inc.
10340204,Retelit S.p.A.
10254416,Keppel DC REIT
10370746,"MERLIN Properties SOCIMI, S.A."
10362817,The Mining Future
10365353,"MERLIN Properties SOCIMI, S.A."
10320032,Windstream Holdings Inc.
10370743,Greystoke Land Limited
10370742,"Vantage Data Centers Management Company, LLC"
10350003,Extreme Broadband Sdn Bhd
10341912,S-NET Sp. z o. o.
10362818,The Mining Future
10346771,Open Access Data Centres (OADC)
10183791,"TierPoint, LLC"
10362422,Alphabet Inc.
10370737,"Greykite European Real Estate Fund I, Scsp"
10370738,"Vantage Data Centers Management Company, LLC"
10370739,"Vantage Data Centers Management Company, LLC"
10340200,Retelit S.p.A.
10340202,Retelit S.p.A.
10370740,"Vantage Data Centers Management Company, LLC"
10320041,Windstream Holdings Inc.
10320038,Windstream Holdings Inc.
10370741,"Vantage Data Centers Management Company, LLC"
10350002,PLT Pro
10370728,Khazna Data Center Limited
10346773,Paratus Group Holdings LTD
10340207,Retelit S.p.A.
10183810,"TierPoint, LLC"
10350007,Sabah Net Sdn Bhd
10362812,PoW Containers
10341906,SNP Poland Sp. z o.o.
10340219,Retelit S.p.A.
10320007,"TierPoint, LLC"
10320004,Windstream Holdings Inc.
10247605,"Vantage Data Centers Management Company, LLC"
10350151,PT. Supra Primatama Nusantara
10350150,PT. Telekomunikasi Indonesia International
10340222,Retelit S.p.A.
10340224,Retelit S.p.A.
10340954,"Lac Co.,Ltd."
10346776,Paratus Group Holdings LTD
10320026,"TierPoint, LLC"
10350004,Extreme Broadband Sdn Bhd
10362816,The Mining Future
10350153,PT. Telekomunikasi Indonesia International
10320025,"TierPoint, LLC"
10350152,PT. Indonet
10341910,Polcom Group
10341907,Comarch SA
10340212,Retelit S.p.A.
10320022,"TierPoint, LLC"
10350005,Exitra Sdn Bhd
10350006,REDtone Mobile Sdn. Bhd.
10340215,Retelit S.p.A.
10340218,Retelit S.p.A.
10320017,"TierPoint, LLC"
10362815,TCS Mining
10363589,Sibmain
10320015,"TierPoint, LLC"
10346774,Paratus Group Holdings LTD
10340979,"Bell Data, Inc."
10177784,Flexential Inc.
10340298,Grid Telekom
10341014,Cuden Infocom
10177786,Flexential Inc.
10362772,BitCluster
10341877,A/S ScanNet
10362775,Bitriver LP
10341879,3S S.A.
10177792,Flexential Inc.
10350143,IDCdotCom Data Center
10350142,PT. Telekomunikasi Indonesia International
10370779,Fermi Inc.
10341007,Fujitsu Limited
10341011,Fujitsu Limited
10340291,Turkcell Iletisim Hizmetleri A.S.
10340295,Grid Telekom
10177791,Flexential Inc.
10177769,Flexential Inc.
10363603,Hong Kong Science and Technology Parks Corporation
10362777,Bitriver LP
10362776,Bitriver LP
10177785,Flexential Inc.
10340301,Telecom Italia Sparkle S.p.A.
10352509,Elea Digital Infraestrutura e Redes de TelecomunicaÃ§Ãµes S.A.
10340311,Nilvera
10177801,Flexential Inc.
10362769,BitCluster
10319967,Flexential Inc.
10341867,Fuzion A/S
10340314,PLUS4WEB
10350139,PT. Telekomunikasi Indonesia International
10177806,Flexential Inc.
10341025,NEC Corporation
10343388,Flexential Inc.
10359182,"MC Digital Realty, Inc."
10341874,House4It A/S
10346792,Schwarz Group GmbH
10346793,NorthC Group B.V.
10341870,DLX.DK
10362771,BitCluster
10362770,BitCluster
10340303,Medyabim Internet
10319981,Flexential Inc.
10350141,PT. Telekomunikasi Indonesia International
10350140,PT. Telekomunikasi Indonesia International
10142989,"MC Digital Realty, Inc."
10340305,Netinternet Bilgisayar TelekomÃ¼nikasyon San. ve Tic. Ltd. Sti.
10340307,Pozitif Bilisim Hizm. ve Tic. A.S.
10177775,Flexential Inc.
10177772,Flexential Inc.
10319974,Flexential Inc.
10338889,Elea Digital Infraestrutura e Redes de TelecomunicaÃ§Ãµes S.A.
10341022,Mitsubishi Electric Information Network Corporation
10340288,Turkcell Iletisim Hizmetleri A.S.
10346785,Continent 8 Technologies PLC
10317619,NTT DATA Group Corporation
10370762,Carpere
10340268,
10319713,"Virtustream, Inc."
10370763,C/D/H
10370764,C/D/H
10340991,Canon IT Solutions Inc.
10362781,Bitriver LP
10341103,Bulletproof Solutions Inc.
10370765,C/D/H
10370760,Chirisa Technology Parks
10350148,PT. Telekomunikasi Indonesia International
10370761,Chirisa Technology Parks
10319805,ManagedWay
10341893,Artnet AG
10341892,3S S.A.
10340982,"Bell Data, Inc."
10362783,Bitriver LP
10362782,Bitriver LP
10340256,AA TELEKOM
10341147,W3 Media Com
10350147,BDx Indonesia
10350146,PT. Telekomunikasi Indonesia International
10125351,Chirisa Technology Parks
10340260,Anadolu Bilisim Hizmetleri A.S.
10340264,Bplus Datacenter
10187389,Volico Data Center
10187387,Volico Data Center
10340984,"Bell Data, Inc."
10340987,Canon IT Solutions Inc.
10341026,Chirisa Technology Parks
10341079,VDC Virtual Data Corp.
10370766,C/D/H
10370777,
10370778,
10177802,Flexential Inc.
10362778,Bitriver LP
10340279,GARANTI SERVER
10340284,Turkcell Iletisim Hizmetleri A.S.
10177807,Flexential Inc.
10177804,Flexential Inc.
10341886,3S S.A.
10341884,3S S.A.
10340999,Colt Data Centre Services UK Limited
10341002,"Equinix, Inc."
10346789,Continent 8 Technologies PLC
10350144,Princeton Digital Group (Singapore) Pte. Limited
10370776,
10370767,C/D/H
10370768,Vdr Mutilva Sl
10370769,Vdr Mutilva Sl
10341890,3S S.A.
10340271,Kron Teknoloji A.S.
10341888,3S S.A.
10177808,Flexential Inc.
10370770,Vdr Mutilva Sl
10346786,Continent 8 Technologies PLC
10346787,Continent 8 Technologies PLC
10340992,Canon IT Solutions Inc.
10340995,Colt Data Centre Services UK Limited
10370771,Vdr Mutilva Sl
10370772,
10370773,
10340275,DGN TEKNOLOJI
10340277,Dorabase Data Center Services Inc.
10177805,Flexential Inc.
10363587,Bitriver LP
10177803,Flexential Inc.
10362780,Bitriver LP
10362779,Bitriver LP
10370774,
10370775,
10350145,Princeton Digital Group (Singapore) Pte. Limited
10124319,"DataBank Holdings, Ltd."
10350001,TM ONE Berhad
10370665,"Amazon.com, Inc."
10320141,Verizon Communications Inc.
10349987,PT Mora Telematika Indonesia Tbk
10370666,"Amazon.com, Inc."
10340128,Colt Technology Services Limited
10370667,"Quantica Infrastructure, LLC"
10370669,Calpine LLC
10370668,"Rackhouse Group, LLC"
10343774,Verizon Communications Inc.
10320144,Verizon Communications Inc.
10370273,GDS Holdings Limited
10340749,Varion Sp. z o.o.
10320040,nLighten Deutschland GmbH
10320155,Verizon Communications Inc.
10342079,Chirisa Technology Parks
10320152,Verizon Communications Inc.
10349985,PT Mora Telematika Indonesia Tbk
10349986,PT Mora Telematika Indonesia Tbk
10320148,Verizon Communications Inc.
10350162,CDC Data Centres Pty Ltd
10340121,Cdlan S.R.L.
10340123,
10362855,Cifra Capital LLC
10362854,Cifra Capital LLC
10370269,GDS Holdings Limited
10370671,"Red Wolf, LLC"
10370670,"Busan EDCPFV Co., Ltd."
10370673,Daesungmoon Construction Co. Ltd
10350161,PT. Telekomunikasi Indonesia International
10320124,Verizon Communications Inc.
10320121,Verizon Communications Inc.
10349991,Princeton Digital Group (Singapore) Pte. Limited
10340145,Engineering.IT S.p.A.
10362851,Borealis Data Center ehf.
10320118,Verizon Communications Inc.
10340645,Talex S.A.
10340119,Aruba S.p.A.
10340143,Engineering.IT S.p.A.
10340722,TPnets
10340130,Ehinet S.r.l.
10349988,PT Mora Telematika Indonesia Tbk
10320135,Verizon Communications Inc.
10320045,nLighten Deutschland GmbH
10362853,Cifra Capital LLC
10362852,Borealis Data Center ehf.
10340701,Telia Company AB (publ)
10340678,Telekomunikacja Polska Sp. z o.o
10340133,Engineering.IT S.p.A.
10320132,Verizon Communications Inc.
10240456,"Equinix, Inc."
10320046,nLighten Deutschland GmbH
10320127,Verizon Communications Inc.
10349989,Teknovatus
10349990,The Energy Data Center
10370674,EdgeConneX Inc.
10340137,Engineering.IT S.p.A.
10343737,Verizon Communications Inc.
10370641,"Amazon.com, Inc."
10370642,"Amazon.com, Inc."
10370644,"Amazon.com, Inc."
10370643,"Amazon.com, Inc."
10320181,Verizon Communications Inc.
10370645,"Amazon.com, Inc."
10370646,"Amazon.com, Inc."
10370647,"Amazon.com, Inc."
10370648,"Amazon.com, Inc."
10340107,Deutsche Telekom AG
10349980,P.T. NAP Info Lintas Nusa
10362870,NiceHash
10320183,Verizon Communications Inc.
10320179,Verizon Communications Inc.
10340105,Deutsche Telekom AG
10320028,nLighten Deutschland GmbH
10370638,"Amazon.com, Inc."
10362875,FastMine
10320192,Verizon Communications Inc.
10370639,"Amazon.com, Inc."
10320188,Verizon Communications Inc.
10343876,Verizon Communications Inc.
10370640,"Amazon.com, Inc."
10352054,Macquarie Telecom Pty Ltd.
10349978,Pt Tangara Mitrakom
10349979,P.T. NAP Info Lintas Nusa
10340103,GTS Central Europe
10163641,CyrusOne Inc.
10370663,"Cologix, Inc."
10370664,TECfusions Inc
10342073,Chirisa Technology Parks
10350164,CDC Data Centres Pty Ltd
10350163,CDC Data Centres Pty Ltd
10318477,I.T.E.N.O.S. International Telecom Network Operation Services GmbH
10340772,WEBdev
10362856,Cifra Capital LLC
10340115,Africa Data Centres (Pty.) Ltd.
10340118,Aruba S.p.A.
10343823,Verizon Communications Inc.
10320039,nLighten Deutschland GmbH
10349983,PT Mora Telematika Indonesia Tbk
10349984,PT Mora Telematika Indonesia Tbk
10343821,Verizon Communications Inc.
10320158,Verizon Communications Inc.
10342076,Chirisa Technology Parks
10370662,"Cologix, Inc."
10352053,CDC Data Centres Pty Ltd
10320166,Verizon Communications Inc.
10370661,"Cologix, Inc."
10370649,"Amazon.com, Inc."
10370650,"Amazon.com, Inc."
10370651,"Amazon.com, Inc."
10340109,Deutsche Telekom AG
10320176,Verizon Communications Inc.
10370652,"Meta Platforms, Inc."
10370653,"Meta Platforms, Inc."
10370654,"Meta Platforms, Inc."
10370655,Alphabet Inc.
10320172,Verizon Communications Inc.
10349981,PT Prestasi Piranti Informasi
10349982,NEX Datacenter
10370656,"Cologix, Inc."
10370657,"Cologix, Inc."
10370658,"Cologix, Inc."
10370659,"Cologix, Inc."
10340112,GTS Central Europe
10362858,Cifra Capital LLC
10362857,Cifra Capital LLC
10089555,"Digital Realty Trust, Inc."
10370660,"Cologix, Inc."
10320029,nLighten Deutschland GmbH
10320033,nLighten Deutschland GmbH
10320168,Verizon Communications Inc.
10362756,Bitriver LP
10350160,PT DCI Indonesia Tbk
10340147,Engineering.IT S.p.A.
10370712,Homer City Redevelopment LLC
10370713,"Diode Ventures, LLC"
10370714,"Diode Ventures, LLC"
10370715,"Diode Ventures, LLC"
10370716,"Diode Ventures, LLC"
10370717,"Diode Ventures, LLC"
10370718,Microsoft Corporation
10370719,Microsoft Corporation
10370711,Homer City Redevelopment LLC
10370720,Microsoft Corporation
10320070,Windstream Holdings Inc.
10370721,Microsoft Corporation
10370722,"Meta Platforms, Inc."
10370723,"Meta Platforms, Inc."
10370724,"Amazon.com, Inc."
10362824,Total Crypto Mining Limited
10370710,Homer City Redevelopment LLC
10370709,Homer City Redevelopment LLC
10320074,"OnX Managed Services, Inc."
10370703,Homer City Redevelopment LLC
10370704,Homer City Redevelopment LLC
10370705,Homer City Redevelopment LLC
10370706,Homer City Redevelopment LLC
10320079,WORLDLINK Data Centers
10346764,Open Access Data Centres (OADC)
10370707,Homer City Redevelopment LLC
10349994,"NTT DOCOMO BUSINESS, Inc."
10349996,TM ONE Berhad
10370708,Homer City Redevelopment LLC
10340178,Ns3 S.R.L.
10362830,Alphaminers
10340180,Real Comm srl
10320076,WORLDLINK Data Centers
10370725,"Amazon.com, Inc."
10350156,PT. Indonet
10340183,Retelit S.p.A.
